Year,Month,Day,Date,AQI,AQI_Category_Indian_GOV
2021,3,26,2021-03-26,111.0,Moderate
2021,3,27,2021-03-27,137.0,Moderate
2021,3,28,2021-03-28,143.0,Moderate
2021,3,29,2021-03-29,125.0,Moderate
2021,3,30,2021-03-30,92.0,Satisfactory
2021,3,31,2021-03-31,80.0,Satisfactory
2021,4,1,2021-04-01,82.0,Satisfactory
2021,4,2,2021-04-02,115.0,Moderate
2021,4,3,2021-04-03,104.0,Moderate
2021,4,4,2021-04-04,97.0,Satisfactory
2021,4,5,2021-04-05,106.0,Moderate
2021,4,6,2021-04-06,111.0,Moderate
2021,4,7,2021-04-07,99.0,Satisfactory
2021,4,8,2021-04-08,103.0,Moderate
2021,4,9,2021-04-09,93.0,Satisfactory
2021,4,10,2021-04-10,99.0,Satisfactory
2021,4,11,2021-04-11,92.0,Satisfactory
2021,4,12,2021-04-12,86.0,Satisfactory
2021,4,13,2021-04-13,103.0,Moderate
2021,4,14,2021-04-14,86.0,Satisfactory
2021,4,15,2021-04-15,80.0,Satisfactory
2021,4,16,2021-04-16,82.0,Satisfactory
2021,4,17,2021-04-17,86.0,Satisfactory
2021,4,18,2021-04-18,90.0,Satisfactory
2021,4,19,2021-04-19,80.0,Satisfactory
2021,4,20,2021-04-20,101.0,Moderate
2021,4,21,2021-04-21,78.0,Satisfactory
2021,4,22,2021-04-22,99.0,Satisfactory
2021,4,23,2021-04-23,93.0,Satisfactory
2021,4,24,2021-04-24,74.0,Satisfactory
2021,4,25,2021-04-25,79.0,Satisfactory
2021,4,26,2021-04-26,74.0,Satisfactory
2021,4,27,2021-04-27,86.0,Satisfactory
2021,4,28,2021-04-28,70.0,Satisfactory
2021,4,29,2021-04-29,84.0,Satisfactory
2021,4,30,2021-04-30,68.0,Satisfactory
2021,5,1,2021-05-01,69.0,Satisfactory
2021,5,2,2021-05-02,87.0,Satisfactory
2021,5,3,2021-05-03,72.0,Satisfactory
2021,5,4,2021-05-04,69.0,Satisfactory
2021,5,5,2021-05-05,74.0,Satisfactory
2021,5,6,2021-05-06,72.0,Satisfactory
2021,5,7,2021-05-07,64.0,Satisfactory
2021,5,8,2021-05-08,71.0,Satisfactory
2021,5,9,2021-05-09,63.0,Satisfactory
2021,5,10,2021-05-10,58.0,Satisfactory
2021,5,11,2021-05-11,54.0,Satisfactory
2021,5,12,2021-05-12,54.0,Satisfactory
2021,5,13,2021-05-13,50.0,Good
2021,5,14,2021-05-14,57.0,Satisfactory
2021,5,15,2021-05-15,57.0,Satisfactory
2021,5,16,2021-05-16,51.0,Satisfactory
2021,5,17,2021-05-17,55.0,Satisfactory
2021,5,18,2021-05-18,50.0,Good
2021,5,19,2021-05-19,47.0,Good
2021,5,20,2021-05-20,58.0,Satisfactory
2021,5,21,2021-05-21,69.0,Satisfactory
2021,5,22,2021-05-22,69.0,Satisfactory
2021,5,23,2021-05-23,65.0,Satisfactory
2021,5,24,2021-05-24,69.0,Satisfactory
2021,5,25,2021-05-25,68.0,Satisfactory
2021,5,26,2021-05-26,66.0,Satisfactory
2021,5,27,2021-05-27,68.0,Satisfactory
2021,5,28,2021-05-28,63.0,Satisfactory
2021,5,29,2021-05-29,60.0,Satisfactory
2021,5,30,2021-05-30,54.0,Satisfactory
2021,5,31,2021-05-31,54.0,Satisfactory
2021,6,1,2021-06-01,54.0,Satisfactory
2021,6,2,2021-06-02,50.0,Good
2021,6,3,2021-06-03,65.0,Satisfactory
2021,6,4,2021-06-04,60.0,Satisfactory
2021,6,5,2021-06-05,56.0,Satisfactory
2021,6,6,2021-06-06,59.0,Satisfactory
2021,6,7,2021-06-07,62.0,Satisfactory
2021,6,8,2021-06-08,66.0,Satisfactory
2021,6,9,2021-06-09,70.0,Satisfactory
2021,6,10,2021-06-10,70.0,Satisfactory
2021,6,11,2021-06-11,74.0,Satisfactory
2021,6,12,2021-06-12,86.0,Satisfactory
2021,6,13,2021-06-13,71.0,Satisfactory
2021,6,14,2021-06-14,101.0,Moderate
2021,6,15,2021-06-15,64.0,Satisfactory
2021,6,16,2021-06-16,69.0,Satisfactory
2021,6,17,2021-06-17,81.0,Satisfactory
2021,6,18,2021-06-18,97.0,Satisfactory
2021,6,19,2021-06-19,76.0,Satisfactory
2021,6,20,2021-06-20,63.0,Satisfactory
2021,6,21,2021-06-21,126.0,Moderate
2021,6,22,2021-06-22,98.0,Satisfactory
2021,6,23,2021-06-23,89.0,Satisfactory
2021,6,24,2021-06-24,73.0,Satisfactory
2021,6,25,2021-06-25,60.0,Satisfactory
2021,6,26,2021-06-26,63.0,Satisfactory
2021,6,27,2021-06-27,64.0,Satisfactory
2021,6,28,2021-06-28,63.0,Satisfactory
2021,6,29,2021-06-29,76.0,Satisfactory
2021,6,30,2021-06-30,61.0,Satisfactory
2021,7,1,2021-07-01,69.0,Satisfactory
2021,7,2,2021-07-02,70.0,Satisfactory
2021,7,3,2021-07-03,71.0,Satisfactory
2021,7,4,2021-07-04,70.0,Satisfactory
2021,7,5,2021-07-05,76.0,Satisfactory
2021,7,6,2021-07-06,83.0,Satisfactory
2021,7,7,2021-07-07,89.0,Satisfactory
2021,7,8,2021-07-08,79.0,Satisfactory
2021,7,9,2021-07-09,71.0,Satisfactory
2021,7,10,2021-07-10,76.0,Satisfactory
2021,7,11,2021-07-11,79.0,Satisfactory
2021,7,12,2021-07-12,88.0,Satisfactory
2021,7,13,2021-07-13,65.0,Satisfactory
2021,7,14,2021-07-14,76.0,Satisfactory
2021,7,15,2021-07-15,62.0,Satisfactory
2021,7,16,2021-07-16,67.0,Satisfactory
2021,7,17,2021-07-17,72.0,Satisfactory
2021,7,18,2021-07-18,67.0,Satisfactory
2021,7,19,2021-07-19,88.0,Satisfactory
2021,7,20,2021-07-20,72.0,Satisfactory
2021,7,21,2021-07-21,64.0,Satisfactory
2021,7,22,2021-07-22,72.0,Satisfactory
2021,7,23,2021-07-23,104.0,Moderate
2021,7,24,2021-07-24,73.0,Satisfactory
2021,7,25,2021-07-25,69.0,Satisfactory
2021,7,26,2021-07-26,61.0,Satisfactory
2021,7,27,2021-07-27,60.0,Satisfactory
2021,7,28,2021-07-28,66.0,Satisfactory
2021,7,29,2021-07-29,65.0,Satisfactory
2021,7,30,2021-07-30,56.0,Satisfactory
2021,7,31,2021-07-31,55.0,Satisfactory
2021,8,1,2021-08-01,70.0,Satisfactory
2021,8,2,2021-08-02,71.0,Satisfactory
2021,8,3,2021-08-03,51.0,Satisfactory
2021,8,4,2021-08-04,57.0,Satisfactory
2021,8,5,2021-08-05,59.0,Satisfactory
2021,8,6,2021-08-06,74.0,Satisfactory
2021,8,7,2021-08-07,66.0,Satisfactory
2021,8,8,2021-08-08,61.0,Satisfactory
2021,8,9,2021-08-09,59.0,Satisfactory
2021,8,10,2021-08-10,64.0,Satisfactory
2021,8,11,2021-08-11,69.0,Satisfactory
2021,8,12,2021-08-12,65.0,Satisfactory
2021,8,13,2021-08-13,64.0,Satisfactory
2021,8,14,2021-08-14,65.0,Satisfactory
2021,8,15,2021-08-15,55.0,Satisfactory
2021,8,16,2021-08-16,71.0,Satisfactory
2021,8,17,2021-08-17,67.0,Satisfactory
2021,8,18,2021-08-18,72.0,Satisfactory
2021,8,19,2021-08-19,64.0,Satisfactory
2021,8,20,2021-08-20,67.0,Satisfactory
2021,8,21,2021-08-21,70.0,Satisfactory
2021,8,22,2021-08-22,59.0,Satisfactory
2021,8,23,2021-08-23,60.0,Satisfactory
2021,8,24,2021-08-24,74.0,Satisfactory
2021,8,25,2021-08-25,66.0,Satisfactory
2021,8,26,2021-08-26,74.0,Satisfactory
2021,8,27,2021-08-27,89.0,Satisfactory
2021,8,28,2021-08-28,67.0,Satisfactory
2021,8,29,2021-08-29,74.0,Satisfactory
2021,8,30,2021-08-30,81.0,Satisfactory
2021,8,31,2021-08-31,66.0,Satisfactory
2021,9,1,2021-09-01,70.0,Satisfactory
2021,9,2,2021-09-02,57.0,Satisfactory
2021,9,3,2021-09-03,59.0,Satisfactory
2021,9,4,2021-09-04,76.0,Satisfactory
2021,9,5,2021-09-05,66.0,Satisfactory
2021,9,6,2021-09-06,51.0,Satisfactory
2021,9,7,2021-09-07,72.0,Satisfactory
2021,9,8,2021-09-08,54.0,Satisfactory
2021,9,9,2021-09-09,69.0,Satisfactory
2021,9,10,2021-09-10,57.0,Satisfactory
2021,9,11,2021-09-11,65.0,Satisfactory
2021,9,12,2021-09-12,70.0,Satisfactory
2021,9,13,2021-09-13,85.0,Satisfactory
2021,9,14,2021-09-14,70.0,Satisfactory
2021,9,15,2021-09-15,64.0,Satisfactory
2021,9,16,2021-09-16,67.0,Satisfactory
2021,9,17,2021-09-17,73.0,Satisfactory
2021,9,18,2021-09-18,70.0,Satisfactory
2021,9,19,2021-09-19,71.0,Satisfactory
2021,9,20,2021-09-20,75.0,Satisfactory
2021,9,21,2021-09-21,66.0,Satisfactory
2021,9,22,2021-09-22,58.0,Satisfactory
2021,9,23,2021-09-23,66.0,Satisfactory
2021,9,24,2021-09-24,74.0,Satisfactory
2021,9,25,2021-09-25,66.0,Satisfactory
2021,9,26,2021-09-26,65.0,Satisfactory
2021,9,27,2021-09-27,76.0,Satisfactory
2021,9,28,2021-09-28,71.0,Satisfactory
2021,9,29,2021-09-29,53.0,Satisfactory
2021,9,30,2021-09-30,66.0,Satisfactory
2021,10,1,2021-10-01,73.0,Satisfactory
2021,10,2,2021-10-02,67.0,Satisfactory
2021,10,3,2021-10-03,65.0,Satisfactory
2021,10,4,2021-10-04,72.0,Satisfactory
2021,10,5,2021-10-05,58.0,Satisfactory
2021,10,6,2021-10-06,76.0,Satisfactory
2021,10,7,2021-10-07,62.0,Satisfactory
2021,10,8,2021-10-08,70.0,Satisfactory
2021,10,9,2021-10-09,64.0,Satisfactory
2021,10,10,2021-10-10,58.0,Satisfactory
2021,10,11,2021-10-11,62.0,Satisfactory
2021,10,12,2021-10-12,52.0,Satisfactory
2021,10,13,2021-10-13,77.0,Satisfactory
2021,10,14,2021-10-14,103.0,Moderate
2021,10,15,2021-10-15,55.0,Satisfactory
2021,10,16,2021-10-16,82.0,Satisfactory
2021,10,17,2021-10-17,69.0,Satisfactory
2021,10,18,2021-10-18,70.0,Satisfactory
2021,10,19,2021-10-19,60.0,Satisfactory
2021,10,20,2021-10-20,66.0,Satisfactory
2021,10,21,2021-10-21,83.0,Satisfactory
2021,10,22,2021-10-22,84.0,Satisfactory
2021,10,23,2021-10-23,90.0,Satisfactory
2021,10,24,2021-10-24,81.0,Satisfactory
2021,10,25,2021-10-25,82.0,Satisfactory
2021,10,26,2021-10-26,91.0,Satisfactory
2021,10,27,2021-10-27,102.0,Moderate
2021,10,28,2021-10-28,121.0,Moderate
2021,10,29,2021-10-29,135.0,Moderate
2021,10,30,2021-10-30,108.0,Moderate
2021,10,31,2021-10-31,114.0,Moderate
2021,11,1,2021-11-01,136.0,Moderate
2021,11,2,2021-11-02,88.0,Satisfactory
2021,11,3,2021-11-03,135.0,Moderate
2021,11,4,2021-11-04,138.0,Moderate
2021,11,5,2021-11-05,118.0,Moderate
2021,11,6,2021-11-06,83.0,Satisfactory
2021,11,7,2021-11-07,83.0,Satisfactory
2021,11,8,2021-11-08,157.0,Moderate
2021,11,9,2021-11-09,187.0,Moderate
2021,11,10,2021-11-10,177.0,Moderate
2021,11,11,2021-11-11,202.0,Poor
2021,11,12,2021-11-12,208.0,Poor
2021,11,13,2021-11-13,197.0,Moderate
2021,11,14,2021-11-14,196.0,Moderate
2021,11,15,2021-11-15,178.0,Moderate
2021,11,16,2021-11-16,192.0,Moderate
2021,11,17,2021-11-17,54.0,Satisfactory
2021,11,18,2021-11-18,57.0,Satisfactory
2021,11,19,2021-11-19,91.0,Satisfactory
2021,11,20,2021-11-20,70.0,Satisfactory
2021,11,21,2021-11-21,70.0,Satisfactory
2021,11,22,2021-11-22,61.0,Satisfactory
2021,11,23,2021-11-23,73.0,Satisfactory
2021,11,24,2021-11-24,94.0,Satisfactory
2021,11,25,2021-11-25,134.0,Moderate
2021,11,26,2021-11-26,112.0,Moderate
2021,11,27,2021-11-27,112.0,Moderate
2021,11,28,2021-11-28,146.0,Moderate
2021,11,29,2021-11-29,154.0,Moderate
2021,11,30,2021-11-30,115.0,Moderate
2021,12,1,2021-12-01,116.0,Moderate
2021,12,2,2021-12-02,80.0,Satisfactory
2021,12,3,2021-12-03,81.0,Satisfactory
2021,12,4,2021-12-04,46.0,Good
2021,12,5,2021-12-05,84.0,Satisfactory
2021,12,6,2021-12-06,68.0,Satisfactory
2021,12,7,2021-12-07,145.0,Moderate
2021,12,8,2021-12-08,175.0,Moderate
2021,12,9,2021-12-09,151.0,Moderate
2021,12,10,2021-12-10,150.0,Moderate
2021,12,11,2021-12-11,164.0,Moderate
2021,12,12,2021-12-12,183.0,Moderate
2021,12,13,2021-12-13,203.0,Poor
2021,12,14,2021-12-14,151.0,Moderate
2021,12,15,2021-12-15,103.0,Moderate
2021,12,16,2021-12-16,160.0,Moderate
2021,12,17,2021-12-17,162.0,Moderate
2021,12,18,2021-12-18,211.0,Poor
2021,12,19,2021-12-19,280.0,Poor
2021,12,20,2021-12-20,274.0,Poor
2021,12,21,2021-12-21,200.0,Moderate
2021,12,22,2021-12-22,197.0,Moderate
2021,12,23,2021-12-23,196.0,Moderate
2021,12,24,2021-12-24,168.0,Moderate
2021,12,25,2021-12-25,145.0,Moderate
2021,12,26,2021-12-26,121.0,Moderate
2021,12,27,2021-12-27,153.0,Moderate
2021,12,28,2021-12-28,184.0,Moderate
2021,12,29,2021-12-29,161.0,Moderate
2021,12,30,2021-12-30,184.0,Moderate
2021,12,31,2021-12-31,128.0,Moderate
2022,1,1,2022-01-01,160.0,Moderate
2022,1,2,2022-01-02,109.0,Moderate
2022,1,3,2022-01-03,124.0,Moderate
2022,1,4,2022-01-04,167.0,Moderate
2022,1,5,2022-01-05,155.0,Moderate
2022,1,6,2022-01-06,131.0,Moderate
2022,1,7,2022-01-07,158.0,Moderate
2022,1,8,2022-01-08,94.0,Satisfactory
2022,1,9,2022-01-09,102.0,Moderate
2022,1,10,2022-01-10,90.0,Satisfactory
2022,1,11,2022-01-11,94.0,Satisfactory
2022,1,12,2022-01-12,76.0,Satisfactory
2022,1,13,2022-01-13,162.0,Moderate
2022,1,14,2022-01-14,137.0,Moderate
2022,1,15,2022-01-15,125.0,Moderate
2022,1,16,2022-01-16,127.0,Moderate
2022,1,17,2022-01-17,131.0,Moderate
2022,1,18,2022-01-18,109.0,Moderate
2022,1,19,2022-01-19,102.0,Moderate
2022,1,20,2022-01-20,93.0,Satisfactory
2022,1,21,2022-01-21,93.0,Satisfactory
2022,1,22,2022-01-22,103.0,Moderate
2022,1,23,2022-01-23,132.0,Moderate
2022,1,24,2022-01-24,340.0,Very Poor
2022,1,25,2022-01-25,250.0,Poor
2022,1,26,2022-01-26,198.0,Moderate
2022,1,27,2022-01-27,,Unknown
2022,1,28,2022-01-28,146.0,Moderate
2022,1,29,2022-01-29,171.0,Moderate
2022,1,30,2022-01-30,175.0,Moderate
2022,1,31,2022-01-31,117.0,Moderate
2022,2,1,2022-02-01,112.0,Moderate
2022,2,2,2022-02-02,129.0,Moderate
2022,2,3,2022-02-03,108.0,Moderate
2022,2,4,2022-02-04,108.0,Moderate
2022,2,5,2022-02-05,159.0,Moderate
2022,2,6,2022-02-06,182.0,Moderate
2022,2,7,2022-02-07,147.0,Moderate
2022,2,8,2022-02-08,166.0,Moderate
2022,2,9,2022-02-09,110.0,Moderate
2022,2,10,2022-02-10,121.0,Moderate
2022,2,11,2022-02-11,126.0,Moderate
2022,2,12,2022-02-12,141.0,Moderate
2022,2,13,2022-02-13,147.0,Moderate
2022,2,14,2022-02-14,114.0,Moderate
2022,2,15,2022-02-15,102.0,Moderate
2022,2,16,2022-02-16,91.0,Satisfactory
2022,2,17,2022-02-17,79.0,Satisfactory
2022,2,18,2022-02-18,85.0,Satisfactory
2022,2,19,2022-02-19,99.0,Satisfactory
2022,2,20,2022-02-20,86.0,Satisfactory
2022,2,21,2022-02-21,110.0,Moderate
2022,2,22,2022-02-22,141.0,Moderate
2022,2,23,2022-02-23,162.0,Moderate
2022,2,24,2022-02-24,161.0,Moderate
2022,2,25,2022-02-25,147.0,Moderate
2022,2,26,2022-02-26,138.0,Moderate
2022,2,27,2022-02-27,144.0,Moderate
2022,2,28,2022-02-28,119.0,Moderate
2022,3,1,2022-03-01,126.0,Moderate
2022,3,2,2022-03-02,160.0,Moderate
2022,3,3,2022-03-03,132.0,Moderate
2022,3,4,2022-03-04,130.0,Moderate
2022,3,5,2022-03-05,127.0,Moderate
2022,3,6,2022-03-06,124.0,Moderate
2022,3,7,2022-03-07,149.0,Moderate
2022,3,8,2022-03-08,126.0,Moderate
2022,3,9,2022-03-09,133.0,Moderate
2022,3,10,2022-03-10,133.0,Moderate
2022,3,11,2022-03-11,160.0,Moderate
2022,3,12,2022-03-12,108.0,Moderate
2022,3,13,2022-03-13,129.0,Moderate
2022,3,14,2022-03-14,136.0,Moderate
2022,3,15,2022-03-15,154.0,Moderate
2022,3,16,2022-03-16,172.0,Moderate
2022,3,17,2022-03-17,188.0,Moderate
2022,3,18,2022-03-18,168.0,Moderate
2022,3,19,2022-03-19,150.0,Moderate
2022,3,20,2022-03-20,127.0,Moderate
2022,3,21,2022-03-21,131.0,Moderate
2022,3,22,2022-03-22,172.0,Moderate
2022,3,23,2022-03-23,175.0,Moderate
2022,3,24,2022-03-24,160.0,Moderate
2022,3,25,2022-03-25,149.0,Moderate
2022,3,26,2022-03-26,134.0,Moderate
2022,3,27,2022-03-27,124.0,Moderate
2022,3,28,2022-03-28,125.0,Moderate
2022,3,29,2022-03-29,115.0,Moderate
2022,3,30,2022-03-30,108.0,Moderate
2022,3,31,2022-03-31,104.0,Moderate
2022,4,1,2022-04-01,109.0,Moderate
2022,4,2,2022-04-02,120.0,Moderate
2022,4,3,2022-04-03,137.0,Moderate
2022,4,4,2022-04-04,131.0,Moderate
2022,4,5,2022-04-05,126.0,Moderate
2022,4,6,2022-04-06,110.0,Moderate
2022,4,7,2022-04-07,134.0,Moderate
2022,4,8,2022-04-08,103.0,Moderate
2022,4,9,2022-04-09,111.0,Moderate
2022,4,10,2022-04-10,101.0,Moderate
2022,4,11,2022-04-11,102.0,Moderate
2022,4,12,2022-04-12,111.0,Moderate
2022,4,13,2022-04-13,153.0,Moderate
2022,4,14,2022-04-14,157.0,Moderate
2022,4,15,2022-04-15,122.0,Moderate
2022,4,16,2022-04-16,85.0,Satisfactory
2022,4,17,2022-04-17,108.0,Moderate
2022,4,18,2022-04-18,82.0,Satisfactory
2022,4,19,2022-04-19,117.0,Moderate
2022,4,20,2022-04-20,111.0,Moderate
2022,4,21,2022-04-21,130.0,Moderate
2022,4,22,2022-04-22,163.0,Moderate
2022,4,23,2022-04-23,116.0,Moderate
2022,4,24,2022-04-24,108.0,Moderate
2022,4,25,2022-04-25,119.0,Moderate
2022,4,26,2022-04-26,111.0,Moderate
2022,4,27,2022-04-27,128.0,Moderate
2022,4,28,2022-04-28,162.0,Moderate
2022,4,29,2022-04-29,115.0,Moderate
2022,4,30,2022-04-30,100.0,Satisfactory
2022,5,1,2022-05-01,75.0,Satisfactory
2022,5,2,2022-05-02,88.0,Satisfactory
2022,5,3,2022-05-03,86.0,Satisfactory
2022,5,4,2022-05-04,97.0,Satisfactory
2022,5,5,2022-05-05,118.0,Moderate
2022,5,6,2022-05-06,188.0,Moderate
2022,5,7,2022-05-07,236.0,Poor
2022,5,8,2022-05-08,210.0,Poor
2022,5,9,2022-05-09,177.0,Moderate
2022,5,10,2022-05-10,129.0,Moderate
2022,5,11,2022-05-11,104.0,Moderate
2022,5,12,2022-05-12,109.0,Moderate
2022,5,13,2022-05-13,110.0,Moderate
2022,5,14,2022-05-14,125.0,Moderate
2022,5,15,2022-05-15,115.0,Moderate
2022,5,16,2022-05-16,127.0,Moderate
2022,5,17,2022-05-17,183.0,Moderate
2022,5,18,2022-05-18,193.0,Moderate
2022,5,19,2022-05-19,250.0,Poor
2022,5,20,2022-05-20,186.0,Moderate
2022,5,21,2022-05-21,155.0,Moderate
2022,5,22,2022-05-22,105.0,Moderate
2022,5,23,2022-05-23,70.0,Satisfactory
2022,5,24,2022-05-24,65.0,Satisfactory
2022,5,25,2022-05-25,98.0,Satisfactory
2022,5,26,2022-05-26,131.0,Moderate
2022,5,27,2022-05-27,90.0,Satisfactory
2022,5,28,2022-05-28,84.0,Satisfactory
2022,5,29,2022-05-29,84.0,Satisfactory
2022,5,30,2022-05-30,87.0,Satisfactory
2022,5,31,2022-05-31,108.0,Moderate
2022,6,1,2022-06-01,104.0,Moderate
2022,6,2,2022-06-02,114.0,Moderate
2022,6,3,2022-06-03,110.0,Moderate
2022,6,4,2022-06-04,128.0,Moderate
2022,6,5,2022-06-05,88.0,Satisfactory
2022,6,6,2022-06-06,88.0,Satisfactory
2022,6,7,2022-06-07,84.0,Satisfactory
2022,6,8,2022-06-08,82.0,Satisfactory
2022,6,9,2022-06-09,80.0,Satisfactory
2022,6,10,2022-06-10,77.0,Satisfactory
2022,6,11,2022-06-11,79.0,Satisfactory
2022,6,12,2022-06-12,79.0,Satisfactory
2022,6,13,2022-06-13,72.0,Satisfactory
2022,6,14,2022-06-14,76.0,Satisfactory
2022,6,15,2022-06-15,80.0,Satisfactory
2022,6,16,2022-06-16,75.0,Satisfactory
2022,6,17,2022-06-17,83.0,Satisfactory
2022,6,18,2022-06-18,80.0,Satisfactory
2022,6,19,2022-06-19,76.0,Satisfactory
2022,6,20,2022-06-20,81.0,Satisfactory
2022,6,21,2022-06-21,83.0,Satisfactory
2022,6,22,2022-06-22,78.0,Satisfactory
2022,6,23,2022-06-23,85.0,Satisfactory
2022,6,24,2022-06-24,75.0,Satisfactory
2022,6,25,2022-06-25,70.0,Satisfactory
2022,6,26,2022-06-26,74.0,Satisfactory
2022,6,27,2022-06-27,83.0,Satisfactory
2022,6,28,2022-06-28,93.0,Satisfactory
2022,6,29,2022-06-29,84.0,Satisfactory
2022,6,30,2022-06-30,69.0,Satisfactory
2022,7,1,2022-07-01,74.0,Satisfactory
2022,7,2,2022-07-02,91.0,Satisfactory
2022,7,3,2022-07-03,68.0,Satisfactory
2022,7,4,2022-07-04,84.0,Satisfactory
2022,7,5,2022-07-05,87.0,Satisfactory
2022,7,6,2022-07-06,86.0,Satisfactory
2022,7,7,2022-07-07,97.0,Satisfactory
2022,7,8,2022-07-08,49.0,Good
2022,7,9,2022-07-09,48.0,Good
2022,7,10,2022-07-10,62.0,Satisfactory
2022,7,11,2022-07-11,51.0,Satisfactory
2022,7,12,2022-07-12,,Unknown
2022,7,13,2022-07-13,,Unknown
2022,7,14,2022-07-14,65.0,Satisfactory
2022,7,15,2022-07-15,63.0,Satisfactory
2022,7,16,2022-07-16,60.0,Satisfactory
2022,7,17,2022-07-17,60.0,Satisfactory
2022,7,18,2022-07-18,63.0,Satisfactory
2022,7,19,2022-07-19,63.0,Satisfactory
2022,7,20,2022-07-20,63.0,Satisfactory
2022,7,21,2022-07-21,58.0,Satisfactory
2022,7,22,2022-07-22,,Unknown
2022,7,23,2022-07-23,,Unknown
2022,7,24,2022-07-24,,Unknown
2022,7,25,2022-07-25,,Unknown
2022,7,26,2022-07-26,,Unknown
2022,7,27,2022-07-27,,Unknown
2022,7,28,2022-07-28,,Unknown
2022,7,29,2022-07-29,,Unknown
2022,7,30,2022-07-30,,Unknown
2022,7,31,2022-07-31,,Unknown
2022,8,1,2022-08-01,,Unknown
2022,8,2,2022-08-02,,Unknown
2022,8,3,2022-08-03,,Unknown
2022,8,4,2022-08-04,,Unknown
2022,8,5,2022-08-05,,Unknown
2022,8,6,2022-08-06,,Unknown
2022,8,7,2022-08-07,,Unknown
2022,8,8,2022-08-08,,Unknown
2022,8,9,2022-08-09,,Unknown
2022,8,10,2022-08-10,,Unknown
2022,8,11,2022-08-11,,Unknown
2022,8,12,2022-08-12,,Unknown
2022,8,13,2022-08-13,,Unknown
2022,8,14,2022-08-14,,Unknown
2022,8,15,2022-08-15,,Unknown
2022,8,16,2022-08-16,,Unknown
2022,8,17,2022-08-17,,Unknown
2022,8,18,2022-08-18,,Unknown
2022,8,19,2022-08-19,,Unknown
2022,8,20,2022-08-20,,Unknown
2022,8,21,2022-08-21,,Unknown
2022,8,22,2022-08-22,,Unknown
2022,8,23,2022-08-23,,Unknown
2022,8,24,2022-08-24,,Unknown
2022,8,25,2022-08-25,,Unknown
2022,8,26,2022-08-26,,Unknown
2022,8,27,2022-08-27,,Unknown
2022,8,28,2022-08-28,,Unknown
2022,8,29,2022-08-29,,Unknown
2022,8,30,2022-08-30,,Unknown
2022,8,31,2022-08-31,,Unknown
2022,9,1,2022-09-01,,Unknown
2022,9,2,2022-09-02,,Unknown
2022,9,3,2022-09-03,,Unknown
2022,9,4,2022-09-04,,Unknown
2022,9,5,2022-09-05,,Unknown
2022,9,6,2022-09-06,,Unknown
2022,9,7,2022-09-07,,Unknown
2022,9,8,2022-09-08,,Unknown
2022,9,9,2022-09-09,,Unknown
2022,9,10,2022-09-10,,Unknown
2022,9,11,2022-09-11,,Unknown
2022,9,12,2022-09-12,,Unknown
2022,9,13,2022-09-13,,Unknown
2022,9,14,2022-09-14,,Unknown
2022,9,15,2022-09-15,45.0,Good
2022,9,16,2022-09-16,,Unknown
2022,9,17,2022-09-17,,Unknown
2022,9,18,2022-09-18,,Unknown
2022,9,19,2022-09-19,,Unknown
2022,9,20,2022-09-20,,Unknown
2022,9,21,2022-09-21,105.0,Moderate
2022,9,22,2022-09-22,98.0,Satisfactory
2022,9,23,2022-09-23,,Unknown
2022,9,24,2022-09-24,59.0,Satisfactory
2022,9,25,2022-09-25,,Unknown
2022,9,26,2022-09-26,,Unknown
2022,9,27,2022-09-27,,Unknown
2022,9,28,2022-09-28,,Unknown
2022,9,29,2022-09-29,,Unknown
2022,9,30,2022-09-30,,Unknown
2022,10,1,2022-10-01,,Unknown
2022,10,2,2022-10-02,,Unknown
2022,10,3,2022-10-03,,Unknown
2022,10,4,2022-10-04,,Unknown
2022,10,5,2022-10-05,,Unknown
2022,10,6,2022-10-06,,Unknown
2022,10,7,2022-10-07,,Unknown
2022,10,8,2022-10-08,,Unknown
2022,10,9,2022-10-09,,Unknown
2022,10,10,2022-10-10,,Unknown
2022,10,11,2022-10-11,,Unknown
2022,10,12,2022-10-12,,Unknown
2022,10,13,2022-10-13,,Unknown
2022,10,14,2022-10-14,,Unknown
2022,10,15,2022-10-15,,Unknown
2022,10,16,2022-10-16,,Unknown
2022,10,17,2022-10-17,,Unknown
2022,10,18,2022-10-18,106.0,Moderate
2022,10,19,2022-10-19,,Unknown
2022,10,20,2022-10-20,52.0,Satisfactory
2022,10,21,2022-10-21,43.0,Good
2022,10,22,2022-10-22,,Unknown
2022,10,23,2022-10-23,,Unknown
2022,10,24,2022-10-24,,Unknown
2022,10,25,2022-10-25,122.0,Moderate
2022,10,26,2022-10-26,78.0,Satisfactory
2022,10,27,2022-10-27,122.0,Moderate
2022,10,28,2022-10-28,,Unknown
2022,10,29,2022-10-29,,Unknown
2022,10,30,2022-10-30,,Unknown
2022,10,31,2022-10-31,,Unknown
2022,11,1,2022-11-01,,Unknown
2022,11,2,2022-11-02,,Unknown
2022,11,3,2022-11-03,,Unknown
2022,11,4,2022-11-04,,Unknown
2022,11,5,2022-11-05,,Unknown
2022,11,6,2022-11-06,,Unknown
2022,11,7,2022-11-07,,Unknown
2022,11,8,2022-11-08,,Unknown
2022,11,9,2022-11-09,43.0,Good
2022,11,10,2022-11-10,43.0,Good
2022,11,11,2022-11-11,,Unknown
2022,11,12,2022-11-12,,Unknown
